company_name,category_code,company_id,finance_people,employee,company_age,milestones,revisions,techcrunch,competitors,competitors_acquired,offices,products,providers,avg_funding_rounds_investors,avg_funding,founders,succ_founders,founders_exp,acquired,investors,acquisitions,acquisitions_cost,investments,funding_rounds
Doot,mobile,c:104124,0,1,78,1,0,0,6861,416,0,0,0,0,0,1,0,236,0,0,0,0,0,0
GreenRoad,NULL,c:104126,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myriad Tech",software,c:10413,0,3,147,1,0,0,17921,1466,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Red Seraphim",games_video,c:104132,0,5,0,NULL,0,0,7519,342,1,0,0,0,50000,0,0,0,0,0,0,0,0,1
"BubbleLife Media",advertising,c:104138,0,2,116,2,0,0,6097,312,1,0,0,0,50000,0,0,0,0,0,1,NULL,0,1
DiversiTee,other,c:10414,0,NULL,109,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zuppler,ecommerce,c:104140,0,6,106,1,0,0,9064,271,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"Imagined Apps, LLC",games_video,c:104141,0,1,84,1,0,0,7519,342,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ITverse,software,c:104148,0,NULL,146,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lime Design",NULL,c:10415,0,1,0,NULL,0,0,0,0,0,0,0,0,0,1,0,NULL,0,0,0,0,0,0
dianomi,advertising,c:104151,0,1,176,2,0,0,6097,312,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Neoris,consulting,c:10416,0,4,212,1,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B2Brev,ecommerce,c:104160,0,2,0,NULL,0,0,9064,271,0,0,0,1,NULL,2,0,0,0,1,0,0,0,1
Streamliner,web,c:104163,0,5,0,NULL,0,0,15117,971,0,0,0,0,0,4,0,NULL,0,0,0,0,0,0
"Rhino House",games_video,c:104164,0,NULL,182,NULL,0,0,7519,342,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DigMyData,ecommerce,c:104166,0,2,104,1,0,0,9064,271,2,0,0,0,0,2,0,NULL,0,0,0,0,0,0
Emerginvest,web,c:10417,0,4,128,2,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"QSoft Vietnam",software,c:104175,0,NULL,144,NULL,0,0,17921,1466,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tweetSMS,mobile,c:10418,0,NULL,0,NULL,0,0,6861,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RISC Partners",NULL,c:10419,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,272,0,0,0,0,0,0
"Wincor Nixdorf",NULL,c:104191,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keba AG",NULL,c:104192,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solutionary,security,c:104193,1,8,212,NULL,0,0,1170,126,1,0,0,1,NULL,0,0,0,1,1,0,0,0,1
Diebold,security,c:104194,0,14,0,1,0,0,1170,127,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0
"Ascension Orthopedics",biotech,c:104196,0,2,260,NULL,0,0,4429,454,1,0,0,0,18664050,0,0,0,1,0,0,0,0,1
"Integra LifeSciences Holdings",biotech,c:104198,0,5,0,1,0,0,4429,455,1,0,0,0,0,0,0,0,0,0,1,65000000,0,0
"Whiskey Media",web,c:1042,0,6,119,1,0,0,15117,970,1,3,0,1,2000000,0,0,0,1,1,0,0,0,2
Commerce360,NULL,c:10420,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Team Robot",games_video,c:104201,0,3,81,1,0,0,7519,342,0,0,0,0,25000,3,0,188,0,0,0,0,0,1
TurnTide,NULL,c:10421,0,4,0,1,0,0,0,-1,0,0,0,1,750000,1,1,NULL,1,1,0,0,0,1
FallTerms.com,network_hosting,c:104218,0,2,81,1,0,0,2349,201,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ePrivacy Group",NULL,c:10422,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EyeOnJewels,ecommerce,c:104220,0,1,127,1,0,0,9064,271,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Balluun,ecommerce,c:104224,1,5,97,2,0,0,9064,271,1,1,0,1,8700000,2,0,296,0,1,0,0,0,1
Psismic,web,c:10423,0,NULL,126,1,0,0,15117,971,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FitnessKeeper,health,c:10424,0,6,116,4,0,0,1697,27,1,0,0,3,3836667,1,0,200,0,7,0,0,0,3
BrainyAtom,ecommerce,c:10425,0,2,116,NULL,0,0,9064,271,1,2,0,0,0,2,0,272,0,0,0,0,0,0
"Seven Peaks",NULL,c:104253,0,NULL,0,NULL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0
Wonsys,consulting,c:10426,0,3,134,NULL,0,0,5005,136,2,2,0,0,0,3,0,0,0,0,0,0,0,0
Clockies,web,c:104263,0,NULL,0,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Toyopa Group, LLC",mobile,c:104268,0,2,75,1,0,0,6861,416,1,0,0,0,0,2,0,116,0,0,0,0,0,0
RentBureau,web,c:10427,0,3,136,NULL,0,0,15117,970,1,0,0,0,NULL,0,0,0,1,0,0,0,0,1
IPO,web,c:10428,0,1,124,1,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
onlygowns.com,enterprise,c:104280,0,2,157,NULL,0,0,4440,409,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CoolLifeShop,web,c:104287,0,NULL,0,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VoodooVox,mobile,c:1043,0,13,188,4,0,0,6861,415,1,4,0,4,3216667,0,0,0,1,5,0,0,0,3
CampaignerCRM,software,c:10430,0,12,164,NULL,0,0,17921,1466,1,0,0,3,8000000,1,0,0,0,3,0,0,0,1
Beomedia,NULL,c:104300,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
twenty5media,other,c:104303,0,NULL,102,NULL,0,0,13616,313,1,0,0,1,NULL,0,0,0,0,1,0,0,0,1
iloverewards,NULL,c:104304,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Globoforce,NULL,c:104305,0,4,0,NULL,0,0,0,0,1,0,0,1,NULL,0,0,0,0,1,0,0,0,1
TriggerO,enterprise,c:104306,0,2,90,1,0,0,4440,409,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Green-line,NULL,c:10431,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AutoXY,search,c:104311,0,NULL,104,NULL,0,0,2181,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ClickN KIDS",education,c:104321,0,5,172,1,0,0,2900,33,1,3,0,0,4000000,2,0,0,0,0,0,0,0,1
Cinergy,games_video,c:104335,0,5,222,1,0,0,7519,342,1,0,0,0,0,2,0,212,0,0,0,0,0,0
Purseandco,other,c:104339,0,NULL,79,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpad,public_relations,c:10434,0,2,140,2,0,0,2845,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AdDynamics,advertising,c:104347,0,NULL,86,NULL,0,0,6097,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rare Ideas",software,c:104348,0,NULL,0,NULL,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imixs,software,c:10435,0,NULL,200,NULL,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cignis,enterprise,c:10436,0,1,123,NULL,0,0,4440,409,1,0,0,0,20000,0,0,0,0,0,0,0,0,1
"Ad & Web Agency",other,c:104361,0,1,200,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaxROY.com,advertising,c:104363,0,2,107,1,0,0,6097,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MedicsPro - Medical Recruitments",other,c:104369,0,1,0,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Propertyshark,ecommerce,c:10437,0,3,176,1,0,0,9064,270,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"Tremor Video",advertising,c:104377,0,24,152,3,0,0,6097,312,4,0,0,3,19400000,1,1,248,0,10,2,86000000,0,8
netwaking,games_video,c:104382,0,NULL,80,NULL,0,0,7519,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorbb,web,c:10439,0,1,108,NULL,0,0,15117,971,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Maginio,software,c:104391,0,1,73,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
StickyADStv,advertising,c:104393,0,2,93,1,0,0,6097,312,1,1,0,2,2847043,2,0,0,0,2,0,0,0,2
Visma,software,c:104398,0,NULL,0,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"buero fuer neues denken",public_relations,c:104399,0,2,78,1,0,0,2845,215,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"ICUC Moderation Services",software,c:10440,0,1,0,NULL,0,0,17921,1465,1,0,0,0,0,1,1,0,1,0,0,0,0,0
archup,web,c:104406,0,NULL,73,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Covers.com,NULL,c:104407,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LineGuru,games_video,c:104408,0,1,73,1,0,0,7519,342,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Swarrm,web,c:10441,0,1,117,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ribosom,ecommerce,c:104410,0,NULL,93,NULL,0,0,9064,271,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MingJian,web,c:104412,0,1,90,1,0,0,15117,971,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ii4b,finance,c:104413,0,3,73,1,0,0,1385,40,2,0,0,1,NULL,0,0,0,0,1,0,0,0,1
"Staybrite Solar",other,c:104415,0,NULL,0,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyFavz,ecommerce,c:10442,0,3,111,NULL,0,0,9064,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0
TempWorks,enterprise,c:104420,0,NULL,246,NULL,0,0,4440,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"interRel Consulting",NULL,c:104428,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Principal Mortgage",NULL,c:104429,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ncrhunt,search,c:10443,0,2,109,NULL,0,0,2181,70,0,0,0,0,0,2,0,140,0,0,0,0,0,0
"RFS Systems",NULL,c:104430,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westaff,NULL,c:104431,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2EN,cleantech,c:104436,0,NULL,200,NULL,0,0,1939,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HexaCorp,software,c:10444,0,NULL,193,NULL,0,0,17921,1466,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Decision Cloud",software,c:104446,0,1,80,1,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shareagift,ecommerce,c:104450,0,2,83,1,0,0,9064,271,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TapRush,mobile,c:104452,0,3,80,1,0,0,6861,416,1,0,0,0,1200000,0,0,0,0,0,0,0,0,1
"NextGig Systems",network_hosting,c:104460,0,NULL,104,NULL,0,0,2349,201,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Do2Learn,NULL,c:104466,0,NULL,0,NULL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LessonPix,web,c:104467,0,2,77,1,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fizmo,software,c:10447,0,NULL,128,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
www.Ted.com,NULL,c:104472,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.Quora.com,NULL,c:104473,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
www.merlot.org,NULL,c:104474,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roster Dilemma",web,c:10448,0,1,128,NULL,0,0,15117,971,0,0,0,0,0,1,0,0,0,0,0,0,0,0
iyiyes,search,c:104481,0,NULL,74,NULL,0,0,2181,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Merlot.org,NULL,c:104483,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lirmi,education,c:104484,0,6,65,1,0,0,2900,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
StartUpInBrazil,legal,c:104488,0,NULL,73,NULL,0,0,1011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Many Ads",consulting,c:10449,0,NULL,0,NULL,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
amoCRM,software,c:104492,0,3,164,1,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Keynote,NULL,c:104494,0,NULL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TV Links",games_video,c:1045,0,NULL,0,2,0,0,7519,342,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Feedoor,NULL,c:10450,0,1,0,NULL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hollre,web,c:104505,0,2,83,1,0,0,15117,971,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Brightshares,network_hosting,c:10451,0,2,0,NULL,0,0,2349,201,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Dolcera,consulting,c:104517,0,3,161,1,0,0,5005,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Image Space Media",advertising,c:10452,0,9,116,2,0,0,6097,311,2,0,0,3,1957500,2,2,200,1,3,0,0,0,2
Bankrate,web,c:10453,0,5,296,3,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,5,492040000,0,0
Moviecom.tv,games_video,c:104538,0,4,128,1,0,0,7519,342,1,0,0,0,811057,4,0,0,0,0,0,0,0,1
SearchRev,advertising,c:10454,0,1,188,NULL,0,0,6097,311,1,0,0,0,0,1,1,0,1,0,0,0,0,0
ORAMA,other,c:104543,0,NULL,74,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ROKKAN,advertising,c:104545,0,NULL,204,NULL,0,0,6097,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resource Interactive",advertising,c:104546,0,2,0,1,0,0,6097,312,1,0,0,1,NULL,0,0,0,0,1,0,0,0,1
"Alexander Interactive (Ai)",ecommerce,c:104547,0,10,188,1,0,0,9064,271,1,0,0,0,0,1,0,NULL,0,0,0,0,0,0
Highgroove,software,c:104549,0,3,140,1,0,0,17921,1466,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AKQA,advertising,c:10455,0,20,272,2,0,0,6097,311,7,0,0,0,0,0,0,0,1,0,1,NULL,1,0
"Let's Powwow",NULL,c:104556,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AppAddictive,advertising,c:104557,0,2,0,2,0,0,6097,312,1,0,0,2,1200000,1,0,NULL,0,2,0,0,0,1
"Xalis Network",NULL,c:104558,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ticketsreview,games_video,c:10456,0,NULL,128,NULL,0,0,7519,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Universal Group Social Media",consulting,c:104563,0,1,74,1,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TapnScrap,mobile,c:104568,0,NULL,91,NULL,0,0,6861,416,1,0,0,1,15000,0,0,0,0,1,0,0,0,1
Softonic,web,c:10458,0,1,242,1,0,0,15117,971,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaopeng,NULL,c:104582,0,1,0,NULL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Aequor Technologies",consulting,c:104585,0,NULL,0,1,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AI Exchange",finance,c:104587,0,3,0,1,0,0,1385,40,1,0,0,4,1500000,0,0,0,0,4,0,0,0,1
"MPC Data",software,c:104591,0,NULL,0,NULL,0,0,17921,1465,1,0,0,0,0,0,0,0,1,0,0,0,0,0
JetSuite,transportation,c:104594,0,5,0,NULL,0,0,488,7,1,0,0,0,7000000,0,0,0,0,0,0,0,0,1
"Datarisk Global Holdings",enterprise,c:104595,0,NULL,0,NULL,0,0,4440,409,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Latin Trade Group",other,c:104596,0,1,0,2,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0
"RF Surgical Systems",medical,c:104598,0,1,0,NULL,0,0,1152,16,1,0,0,3,6060000,0,0,0,0,3,0,0,0,2
alluc,games_video,c:1046,0,NULL,99,1,0,0,7519,342,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rowdii,search,c:10460,0,1,121,NULL,0,0,2181,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AM-Pharma,biotech,c:104601,1,4,0,1,0,0,4429,455,1,0,0,4,39843400,0,0,0,0,4,0,0,0,1
CURRENT,software,c:104603,0,1,0,1,0,0,17921,1466,1,0,0,3,13000000,0,0,0,0,3,0,0,0,1
"The Rainmaker Group",software,c:104607,0,2,0,2,0,0,17921,1466,1,0,0,1,21400000,1,0,416,0,2,0,0,0,2
Optemotional,NULL,c:104608,0,1,0,NULL,0,0,0,0,0,0,0,0,0,1,0,200,0,0,0,0,0,0
"Arrien Pharmaceuticals",biotech,c:104610,0,1,0,NULL,0,0,4429,455,1,0,0,0,2000000,1,0,0,0,0,0,0,0,1
"Switch Bulb Company",other,c:104617,0,5,0,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Millionaire Network",advertising,c:104618,0,3,89,1,0,0,6097,312,2,0,0,0,0,3,0,0,0,0,0,0,0,0
TargetRx,NULL,c:104619,0,2,224,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Bionic Books",web,c:10462,0,2,0,NULL,0,0,15117,971,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jivity Merchandising Pvt Ltd",other,c:104624,0,4,92,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SimpleLIFE.in,ecommerce,c:104628,0,NULL,76,NULL,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The MegaPhone Company",software,c:10463,0,NULL,184,2,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PC Gigs",software,c:104630,0,NULL,0,NULL,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36Kr,NULL,c:104631,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEDxFactory798,NULL,c:104632,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEDxChange,NULL,c:104633,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AdroitLogic,software,c:104634,0,NULL,92,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwestr,web,c:104636,0,2,84,1,0,0,15117,971,1,0,0,7,57000,0,0,0,0,7,0,0,0,1
"36 kr",public_relations,c:104638,0,NULL,82,NULL,0,0,2845,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36tr,enterprise,c:104642,0,NULL,75,NULL,0,0,4440,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Freedom Business School",other,c:104647,0,NULL,0,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SkyView,NULL,c:10465,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Super Jay",games_video,c:104650,0,NULL,73,1,0,0,7519,342,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Worldsport Networks",NULL,c:104655,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CuSeeMe,NULL,c:104656,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CellularVision,NULL,c:10466,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kwestr media",NULL,c:104667,0,NULL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pogostick,software,c:10467,0,1,128,1,0,0,17921,1466,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BlueHaze,mobile,c:10468,0,1,0,1,0,0,6861,416,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PM Gadget",consulting,c:104689,0,2,84,NULL,0,0,5005,136,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Mirchee,search,c:10469,0,NULL,140,NULL,0,0,2181,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CondoDomain,web,c:1047,0,4,143,NULL,0,0,15117,970,2,0,0,0,250000,1,1,200,1,0,0,0,0,1
"Medical Intelligence Solutions",consulting,c:10470,0,1,135,NULL,0,0,5005,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MedEview,biotech,c:10471,0,1,224,NULL,0,0,4429,455,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Little Pixels",NULL,c:104710,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blendr,mobile,c:104711,0,2,72,3,0,0,6861,416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lavipharm Labs",NULL,c:10472,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viva Consulting",NULL,c:104725,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scotia Pharma",NULL,c:10473,0,1,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eunoia Labs",NULL,c:104730,0,1,0,NULL,0,0,0,0,0,0,0,0,0,1,0,140,0,0,0,0,0,0
Momment,NULL,c:104731,0,1,0,NULL,0,0,0,0,0,0,0,0,0,1,0,140,0,0,0,0,0,0
CrushBlvd,social,c:104739,0,NULL,80,NULL,0,0,1309,27,1,0,0,0,100000,0,0,0,0,0,0,0,0,1
BIT.GAMES,games_video,c:104749,0,NULL,0,NULL,0,0,7519,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abbott Labs",biotech,c:10475,2,66,320,2,0,0,4429,455,1,0,0,0,100000,0,0,0,0,0,7,8785000000,2,1
"Clary Business Machines",advertising,c:104751,0,NULL,123,NULL,0,0,6097,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gis.to,web,c:104753,0,3,92,1,0,0,15117,971,1,0,0,0,2454,0,0,0,0,0,0,0,0,1
"WMC Global",mobile,c:104756,3,17,130,1,0,0,6861,416,5,0,0,0,0,0,0,0,0,0,0,0,0,0
naxxoo,advertising,c:104757,0,3,128,1,0,0,6097,312,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Holtzbrinck,NULL,c:10476,0,2,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Mallstreet,ecommerce,c:104760,0,NULL,97,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrategicBCP,NULL,c:104761,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microsoft Research Asia",NULL,c:104763,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobilizing Health",NULL,c:104764,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,92,0,0,0,0,0,0
"North Sky",web,c:10477,0,NULL,284,NULL,0,0,15117,970,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Adaptive Technologies(ATi)",other,c:10478,0,5,203,NULL,0,0,13616,313,1,0,0,0,0,2,0,0,0,0,0,0,0,0
NiftieApps,mobile,c:104781,0,NULL,0,NULL,0,0,6861,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DicaX,ecommerce,c:104783,0,2,75,1,0,0,9064,271,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Tomo Clases",education,c:104785,0,1,80,1,0,0,2900,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoes4you,ecommerce,c:104788,0,5,75,1,0,0,9064,271,0,0,0,4,NULL,4,0,116,0,4,0,0,0,1
"Freann Financial Services Limited",other,c:104789,0,1,108,1,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vantagenet,web,c:10479,0,2,248,NULL,0,0,15117,970,0,0,0,0,0,2,2,0,1,0,0,0,0,0
SnapLayout,network_hosting,c:1048,0,3,0,3,0,0,2349,201,1,1,0,1,650000,3,0,128,0,1,0,0,0,1
"Big Stage",web,c:10480,0,6,111,3,0,0,15117,970,1,0,0,3,5300000,2,2,164,1,3,0,0,0,2
Prerunr,NULL,c:104809,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Clicky Web Analytics",advertising,c:10481,0,3,130,2,0,0,6097,312,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sqwoq,NULL,c:104810,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Hawk Interactive",ecommerce,c:104813,0,NULL,77,NULL,0,0,9064,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-Files,software,c:104815,0,3,200,2,0,0,17921,1466,2,0,0,2,7843200,0,0,0,0,2,0,0,0,1
"Sound Telecom",public_relations,c:104817,0,NULL,0,NULL,0,0,2845,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ShiftHound,software,c:104818,0,4,116,1,0,0,17921,1466,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Goods with Story",NULL,c:104819,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tumbltape,web,c:10482,0,1,108,NULL,0,0,15117,971,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JSGeeks,consulting,c:104824,0,NULL,0,NULL,0,0,5005,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arxspan,software,c:104828,0,1,104,NULL,0,0,17921,1466,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Stationery Style",other,c:10483,0,3,140,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Snailbox,NULL,c:104832,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,152,0,0,0,0,0,0
"Emerge Group",NULL,c:104836,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Emerge Studio",software,c:104837,0,1,89,1,0,0,17921,1466,1,0,0,1,100000,0,0,0,0,1,0,0,0,1
